player_id,player,position,birth_date,league,minutes,matches,passes,passes_accurate,key_passes,assists,smart_passes,passes_into_penalty_area,progressive_passes,progressive_pass_distance,crosses,long_passes,shots,shots_on_target,goals,dribbles_won,dribbles_attempted,accelerations,touches_att_pen_area,tackles_won,tackles_attempted,interceptions,clearances,aerials_won,age,season,passes_pct,dribble_success_pct
8192,M. Olsson,DF,1988-05-17,Premier League,3154.0,36.0,1242.0,918.0,6.0,1.0,3.0,52.0,161.0,6479.550000000006,171.0,122.0,20.0,2.0,0.0,86.0,165.0,42.0,36.0,33.0,166.0,135.0,65.0,54.0,29,2017-18,73.9,52.1
415747,J. Simpson,DF,1997-01-08,Premier League,72.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,28.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,4.0,2.0,0.0,20,2017-18,100.0,
415748,J. Tymon,DF,1999-05-22,Premier League,163.0,3.0,81.0,68.0,0.0,0.0,0.0,0.0,7.0,300.2999999999999,3.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,15.0,4.0,3.0,0.0,18,2017-18,84.0,25.0
10252,S. Clucas,MF,1990-09-25,Premier League,2043.0,29.0,763.0,646.0,1.0,0.0,2.0,13.0,72.0,3287.55,24.0,54.0,20.0,7.0,3.0,21.0,56.0,15.0,40.0,25.0,115.0,93.0,18.0,31.0,27,2017-18,84.7,37.5
71703,V. Lindelöf,DF,1994-07-17,Premier League,1281.0,15.0,729.0,682.0,1.0,0.0,0.0,4.0,147.0,6238.049999999998,1.0,35.0,1.0,0.0,0.0,8.0,21.0,1.0,2.0,27.0,106.0,76.0,38.0,29.0,23,2017-18,93.6,38.1
20505,S. Okaka,FW,1989-08-09,Premier League,446.0,14.0,134.0,98.0,1.0,1.0,3.0,7.0,9.0,410.54999999999995,3.0,1.0,7.0,3.0,1.0,40.0,110.0,1.0,46.0,4.0,21.0,4.0,0.0,21.0,28,2017-18,73.1,36.4
8221,J. Ward,DF,1989-10-29,Premier League,1616.0,19.0,707.0,512.0,2.0,1.0,3.0,19.0,124.0,4740.7500000000055,45.0,106.0,4.0,1.0,0.0,41.0,81.0,6.0,23.0,35.0,146.0,111.0,41.0,43.0,28,2017-18,72.4,50.6
235555,R. Loftus-Cheek,MF,1996-01-23,Premier League,1875.0,24.0,686.0,584.0,5.0,2.0,8.0,48.0,90.0,3695.9999999999973,19.0,26.0,31.0,7.0,2.0,197.0,337.0,38.0,117.0,25.0,116.0,79.0,20.0,49.0,21,2017-18,85.1,58.5
36,T. Alderweireld,DF,1989-03-02,Premier League,1176.0,14.0,898.0,790.0,2.0,0.0,1.0,12.0,222.0,8671.950000000008,8.0,156.0,10.0,1.0,0.0,13.0,25.0,0.0,20.0,17.0,75.0,54.0,30.0,23.0,28,2017-18,88.0,52.0
38,D. Blind,DF,1990-03-09,Premier League,360.0,6.0,224.0,192.0,1.0,0.0,1.0,8.0,39.0,1588.6499999999999,15.0,25.0,3.0,0.0,0.0,7.0,11.0,1.0,5.0,6.0,33.0,21.0,4.0,11.0,27,2017-18,85.7,63.6
346158,E. Nketiah,FW,1999-05-30,Premier League,17.0,3.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,7.3500000000000005,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,18,2017-18,85.7,50.0
8239,L. Baines,DF,1984-12-11,Premier League,1910.0,22.0,772.0,618.0,7.0,1.0,4.0,37.0,120.0,4891.95,47.0,84.0,7.0,4.0,2.0,34.0,60.0,7.0,17.0,13.0,106.0,82.0,35.0,14.0,33,2017-18,80.1,56.7
8240,S. Coleman,DF,1988-10-11,Premier League,1036.0,12.0,382.0,277.0,2.0,1.0,3.0,14.0,58.0,2133.6000000000004,30.0,52.0,4.0,1.0,0.0,49.0,86.0,23.0,30.0,22.0,65.0,62.0,12.0,16.0,29,2017-18,72.5,57.0
48,J. Vertonghen,DF,1987-04-24,Premier League,3204.0,36.0,2370.0,2113.0,3.0,0.0,3.0,15.0,484.0,19877.55,18.0,215.0,23.0,3.0,0.0,50.0,87.0,13.0,47.0,71.0,212.0,211.0,85.0,137.0,30,2017-18,89.2,57.5
8242,S. Duffy,DF,1992-01-01,Premier League,3294.0,37.0,1274.0,1053.0,1.0,0.0,1.0,10.0,219.0,9970.799999999987,3.0,179.0,27.0,7.0,0.0,18.0,30.0,4.0,139.0,45.0,146.0,284.0,171.0,218.0,26,2017-18,82.7,60.0
346159,J. Willock,MF,1999-08-20,Premier League,82.0,2.0,35.0,30.0,0.0,0.0,1.0,0.0,2.0,128.10000000000002,0.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,8.0,8.0,0.0,0.0,18,2017-18,85.7,16.7
16436,C. Quaner,FW,1991-06-18,Premier League,1274.0,25.0,428.0,320.0,4.0,4.0,2.0,21.0,43.0,1612.8000000000002,30.0,20.0,16.0,5.0,0.0,85.0,169.0,23.0,75.0,10.0,71.0,63.0,15.0,17.0,26,2017-18,74.8,50.3
245813,L. Mousset,FW,1996-02-08,Premier League,580.0,19.0,169.0,107.0,2.0,0.0,4.0,10.0,18.0,641.55,11.0,5.0,19.0,5.0,2.0,57.0,132.0,12.0,52.0,5.0,49.0,17.0,4.0,5.0,21,2017-18,63.3,43.2
8246,R. Barkley,MF,1993-12-05,Premier League,129.0,2.0,51.0,40.0,1.0,0.0,0.0,2.0,6.0,181.65,3.0,2.0,2.0,2.0,0.0,12.0,18.0,4.0,8.0,0.0,4.0,4.0,1.0,1.0,24,2017-18,78.4,66.7
54,C. Eriksen,MF,1992-02-14,Premier League,3226.0,37.0,2196.0,1803.0,25.0,5.0,42.0,115.0,288.0,11285.400000000012,111.0,178.0,97.0,40.0,11.0,102.0,261.0,31.0,125.0,29.0,179.0,108.0,14.0,15.0,25,2017-18,82.1,39.1
8245,P. Jagielka,DF,1982-08-17,Premier League,2065.0,25.0,934.0,758.0,0.0,0.0,1.0,9.0,176.0,7474.949999999996,5.0,181.0,5.0,2.0,0.0,9.0,21.0,3.0,29.0,39.0,143.0,178.0,102.0,79.0,35,2017-18,81.2,42.9
56,D. Klaassen,MF,1993-02-21,Premier League,250.0,7.0,97.0,78.0,0.0,0.0,1.0,5.0,12.0,469.3500000000001,4.0,5.0,1.0,1.0,0.0,7.0,10.0,1.0,6.0,3.0,18.0,6.0,1.0,3.0,24,2017-18,80.4,70.0
8249,M. Fellaini,MF,1987-11-22,Premier League,632.0,16.0,369.0,326.0,0.0,0.0,1.0,3.0,33.0,1619.0999999999995,4.0,13.0,8.0,6.0,4.0,25.0,54.0,0.0,42.0,10.0,55.0,35.0,10.0,38.0,30,2017-18,88.3,46.3
274488,J. Lolley,MF,1992-08-25,Premier League,220.0,6.0,69.0,51.0,1.0,0.0,1.0,5.0,11.0,394.8,9.0,0.0,3.0,3.0,1.0,9.0,31.0,5.0,9.0,3.0,16.0,7.0,0.0,4.0,25,2017-18,73.9,29.0
8266,Gomes,GK,1981-02-15,Premier League,2129.0,24.0,392.0,325.0,0.0,0.0,0.0,1.0,233.0,10045.349999999999,0.0,198.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,50.0,6.0,18.0,36,2017-18,82.9,0.0
74,R. Klavan,DF,1985-10-30,Premier League,1448.0,18.0,1130.0,1052.0,1.0,0.0,4.0,9.0,236.0,9074.100000000008,2.0,66.0,2.0,1.0,1.0,14.0,20.0,0.0,11.0,30.0,90.0,75.0,38.0,48.0,32,2017-18,93.1,70.0
8272,Y. Kaboul,DF,1986-01-04,Premier League,151.0,2.0,76.0,62.0,0.0,0.0,1.0,1.0,22.0,908.2499999999998,0.0,21.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,5.0,12.0,15.0,5.0,10.0,32,2017-18,81.6,33.3
8277,K. Walker,DF,1990-05-28,Premier League,2833.0,32.0,2316.0,2051.0,9.0,4.0,13.0,59.0,264.0,11826.15,77.0,131.0,13.0,1.0,0.0,69.0,140.0,38.0,52.0,46.0,154.0,126.0,40.0,72.0,27,2017-18,88.6,49.3
8284,A. Lennon,MF,1987-04-16,Premier League,1919.0,29.0,497.0,364.0,2.0,2.0,3.0,24.0,45.0,1863.7500000000011,42.0,36.0,15.0,5.0,0.0,80.0,153.0,17.0,70.0,18.0,143.0,77.0,8.0,13.0,30,2017-18,73.2,52.3
93,J. Guðmunds­son,MF,1990-10-27,Premier League,2838.0,35.0,840.0,615.0,14.0,5.0,7.0,62.0,83.0,3357.8999999999974,112.0,68.0,56.0,21.0,2.0,141.0,282.0,31.0,75.0,25.0,167.0,99.0,22.0,42.0,27,2017-18,73.2,50.0
8285,J. Livermore,MF,1989-11-14,Premier League,2676.0,34.0,1072.0,872.0,7.0,2.0,10.0,33.0,155.0,6325.200000000003,20.0,112.0,15.0,4.0,2.0,61.0,128.0,6.0,55.0,49.0,213.0,127.0,21.0,28.0,28,2017-18,81.3,47.7
288865,O. McBurnie,FW,1996-06-04,Premier League,268.0,11.0,80.0,64.0,0.0,1.0,0.0,3.0,4.0,219.45000000000002,3.0,1.0,3.0,1.0,0.0,7.0,28.0,1.0,18.0,1.0,5.0,4.0,2.0,21.0,21,2017-18,80.0,25.0
8290,A. Pritchard,MF,1993-05-03,Premier League,1003.0,14.0,339.0,254.0,8.0,1.0,7.0,23.0,37.0,1419.6000000000004,19.0,30.0,20.0,4.0,1.0,55.0,123.0,8.0,30.0,12.0,55.0,25.0,8.0,3.0,24,2017-18,74.9,44.7
8292,D. Rose,DF,1990-07-02,Premier League,802.0,10.0,392.0,306.0,3.0,0.0,5.0,28.0,55.0,2226.0,55.0,30.0,8.0,1.0,0.0,52.0,88.0,6.0,35.0,12.0,61.0,36.0,8.0,7.0,27,2017-18,78.1,59.1
8296,J. Defoe,FW,1982-10-07,Premier League,1085.0,24.0,122.0,93.0,2.0,1.0,3.0,16.0,3.0,300.29999999999995,10.0,1.0,26.0,15.0,4.0,32.0,99.0,4.0,98.0,5.0,36.0,10.0,0.0,0.0,35,2017-18,76.2,32.3
286825,J. Kenny,DF,1997-03-15,Premier League,1588.0,19.0,601.0,443.0,5.0,1.0,2.0,25.0,96.0,3985.799999999999,48.0,127.0,2.0,1.0,0.0,28.0,54.0,6.0,16.0,23.0,170.0,110.0,57.0,41.0,20,2017-18,73.7,51.9
107,E. Pieters,DF,1988-08-07,Premier League,2720.0,31.0,1041.0,771.0,6.0,0.0,2.0,31.0,166.0,6162.450000000002,75.0,136.0,3.0,1.0,0.0,49.0,93.0,10.0,28.0,75.0,300.0,213.0,73.0,58.0,29,2017-18,74.1,52.7
8301,J. Hart,GK,1987-04-19,Premier League,1710.0,19.0,322.0,241.0,0.0,1.0,0.0,3.0,204.0,9525.600000000002,0.0,222.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,26.0,3.0,7.0,30,2017-18,74.8,100.0
286831,D. Solanke,FW,1997-09-14,Premier League,582.0,20.0,171.0,141.0,4.0,2.0,4.0,13.0,8.0,520.8000000000002,6.0,2.0,23.0,8.0,1.0,31.0,88.0,4.0,86.0,2.0,22.0,15.0,3.0,22.0,20,2017-18,82.5,35.2
20593,R. Pereyra,MF,1991-01-07,Premier League,1619.0,32.0,682.0,586.0,7.0,1.0,7.0,38.0,86.0,3249.750000000003,38.0,34.0,34.0,13.0,5.0,104.0,228.0,16.0,89.0,12.0,66.0,53.0,1.0,4.0,27,2017-18,85.9,45.6
258162,Renato Sanches,MF,1997-08-18,Premier League,705.0,12.0,374.0,308.0,1.0,0.0,2.0,6.0,38.0,1610.6999999999996,13.0,20.0,12.0,0.0,0.0,71.0,123.0,10.0,13.0,11.0,48.0,22.0,1.0,4.0,20,2017-18,82.4,57.7
8307,V. Kompany,DF,1986-04-10,Premier League,1397.0,17.0,1391.0,1312.0,0.0,1.0,1.0,4.0,241.0,11210.850000000006,1.0,62.0,7.0,2.0,1.0,6.0,10.0,2.0,22.0,18.0,59.0,84.0,33.0,46.0,31,2017-18,94.3,60.0
116,G. Wijnaldum,MF,1990-11-11,Premier League,2388.0,33.0,1225.0,1114.0,3.0,1.0,2.0,26.0,110.0,5200.650000000011,7.0,51.0,37.0,9.0,1.0,76.0,182.0,27.0,61.0,38.0,143.0,90.0,11.0,21.0,27,2017-18,90.9,41.8
18550,E. Can,MF,1994-01-12,Premier League,2094.0,26.0,1487.0,1306.0,5.0,3.0,8.0,33.0,171.0,7578.900000000003,15.0,107.0,28.0,9.0,3.0,76.0,132.0,31.0,51.0,52.0,190.0,129.0,19.0,54.0,23,2017-18,87.8,57.6
120,J. Locadia,FW,1993-11-07,Premier League,224.0,6.0,45.0,31.0,0.0,1.0,2.0,1.0,4.0,147.0,5.0,2.0,4.0,1.0,1.0,7.0,23.0,4.0,11.0,2.0,8.0,6.0,0.0,2.0,24,2017-18,68.9,30.4
8313,P. Zabaleta,DF,1985-01-16,Premier League,3289.0,37.0,1203.0,903.0,6.0,1.0,6.0,38.0,199.0,7446.60000000001,78.0,191.0,5.0,1.0,0.0,57.0,103.0,11.0,32.0,78.0,348.0,208.0,57.0,69.0,32,2017-18,75.1,55.3
8314,G. Barry,MF,1981-02-23,Premier League,1925.0,25.0,876.0,701.0,5.0,1.0,5.0,30.0,151.0,5981.850000000002,16.0,144.0,14.0,5.0,1.0,37.0,65.0,1.0,20.0,27.0,141.0,97.0,17.0,27.0,36,2017-18,80.0,56.9
8317,David Silva,MF,1986-01-08,Premier League,2438.0,29.0,2382.0,2134.0,9.0,10.0,48.0,151.0,263.0,11438.69999999999,70.0,63.0,53.0,20.0,9.0,119.0,223.0,30.0,207.0,21.0,124.0,62.0,6.0,17.0,32,2017-18,89.6,53.4
20606,S. Romero,GK,1987-02-22,Premier League,90.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,5.0,165.90000000000003,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,2017-18,66.7,
8319,J. Milner,MF,1986-01-04,Premier League,1763.0,32.0,1473.0,1266.0,10.0,1.0,14.0,76.0,221.0,8959.650000000003,80.0,101.0,21.0,6.0,0.0,54.0,96.0,6.0,59.0,31.0,155.0,90.0,15.0,20.0,32,2017-18,85.9,56.2
20612,S. Mustafi,DF,1992-04-17,Premier League,2273.0,27.0,1656.0,1456.0,4.0,0.0,3.0,16.0,324.0,14387.100000000002,13.0,137.0,12.0,5.0,3.0,11.0,29.0,2.0,46.0,69.0,227.0,168.0,87.0,126.0,25,2017-18,87.9,37.9
132,T. Kongolo,DF,1994-02-14,Ligue 1,1306.0,16.0,426.0,325.0,1.0,0.0,0.0,10.0,67.0,2556.7499999999995,22.0,51.0,3.0,0.0,0.0,25.0,42.0,7.0,12.0,35.0,128.0,89.0,44.0,41.0,23,2017-18,76.3,59.5
8324,Y. Touré,MF,1983-05-13,Premier League,230.0,10.0,404.0,383.0,1.0,1.0,5.0,13.0,47.0,2314.2000000000007,1.0,18.0,5.0,1.0,0.0,8.0,8.0,1.0,9.0,4.0,10.0,13.0,4.0,5.0,34,2017-18,94.8,100.0
134,B. Martins Indi,DF,1992-02-08,Premier League,1242.0,17.0,357.0,290.0,2.0,0.0,0.0,4.0,71.0,2698.4999999999995,3.0,51.0,3.0,0.0,0.0,4.0,12.0,0.0,10.0,16.0,85.0,72.0,41.0,31.0,25,2017-18,81.2,33.3
8325,S. Agüero,FW,1988-06-02,Premier League,1968.0,25.0,609.0,515.0,16.0,6.0,13.0,52.0,24.0,1648.4999999999995,18.0,10.0,91.0,42.0,21.0,150.0,279.0,29.0,236.0,5.0,44.0,24.0,4.0,16.0,29,2017-18,84.6,53.8
20620,Pedro Obiang,MF,1992-03-27,Premier League,1565.0,21.0,725.0,606.0,1.0,0.0,2.0,12.0,94.0,4438.350000000005,9.0,75.0,13.0,5.0,2.0,49.0,88.0,5.0,9.0,40.0,175.0,107.0,10.0,25.0,25,2017-18,83.6,55.7
8336,K. Naughton,DF,1988-11-11,Premier League,3031.0,34.0,1635.0,1289.0,2.0,2.0,7.0,29.0,281.0,11200.349999999988,68.0,215.0,11.0,1.0,0.0,94.0,161.0,18.0,32.0,76.0,329.0,250.0,69.0,70.0,29,2017-18,78.8,58.4
399514,T. Campbell,FW,1999-12-28,Premier League,75.0,4.0,17.0,9.0,0.0,0.0,1.0,3.0,0.0,47.25,3.0,0.0,2.0,1.0,0.0,2.0,8.0,0.0,5.0,1.0,5.0,2.0,0.0,1.0,18,2017-18,52.9,25.0
8351,A. Surman,MF,1986-08-20,Premier League,1852.0,25.0,1108.0,971.0,2.0,2.0,7.0,30.0,161.0,6918.45,8.0,84.0,18.0,6.0,2.0,22.0,52.0,6.0,15.0,16.0,92.0,123.0,30.0,38.0,31,2017-18,87.6,42.3
160,D. Janmaat,DF,1989-07-22,Premier League,1819.0,23.0,822.0,633.0,6.0,0.0,7.0,49.0,152.0,5759.250000000005,72.0,141.0,23.0,9.0,3.0,46.0,81.0,12.0,27.0,40.0,173.0,107.0,41.0,26.0,28,2017-18,77.0,56.8
4255,L. Ulloa,FW,1986-07-26,Premier League,280.0,13.0,113.0,93.0,0.0,0.0,1.0,3.0,8.0,429.45,0.0,0.0,3.0,2.0,1.0,15.0,61.0,1.0,14.0,2.0,26.0,8.0,2.0,21.0,31,2017-18,82.3,24.6
8358,B. Foster,GK,1983-04-03,Premier League,3330.0,37.0,580.0,444.0,0.0,0.0,0.0,2.0,379.0,17217.899999999998,0.0,409.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,12.0,64.0,11.0,9.0,34,2017-18,76.6,100.0
8360,C. Dawson,DF,1990-05-06,Premier League,2511.0,28.0,889.0,663.0,4.0,0.0,1.0,24.0,219.0,8004.1500000000015,44.0,162.0,17.0,4.0,2.0,32.0,56.0,1.0,91.0,63.0,224.0,179.0,77.0,126.0,27,2017-18,74.6,57.1
8362,G. McAuley,DF,1979-12-05,Premier League,457.0,9.0,114.0,86.0,0.0,0.0,0.0,2.0,45.0,1536.1500000000003,1.0,36.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,8.0,24.0,26.0,12.0,14.0,38,2017-18,75.4,66.7
173,R. van La Parra,MF,1991-06-04,Premier League,2145.0,32.0,690.0,520.0,6.0,0.0,6.0,34.0,56.0,2236.499999999999,88.0,12.0,41.0,15.0,3.0,222.0,408.0,55.0,72.0,34.0,150.0,76.0,6.0,18.0,26,2017-18,75.4,54.4
8370,C. Brunt,MF,1984-12-14,Premier League,1923.0,26.0,878.0,675.0,8.0,2.0,11.0,43.0,173.0,7128.450000000003,44.0,167.0,25.0,6.0,0.0,38.0,70.0,1.0,20.0,23.0,113.0,109.0,34.0,17.0,33,2017-18,76.9,54.3
179,L. Narsingh,MF,1990-09-13,Premier League,614.0,18.0,204.0,166.0,4.0,0.0,1.0,17.0,15.0,599.5500000000002,26.0,5.0,9.0,5.0,1.0,50.0,113.0,15.0,38.0,5.0,30.0,14.0,1.0,2.0,27,2017-18,81.4,44.2
8374,J. Morrison,MF,1986-05-25,Premier League,206.0,4.0,90.0,80.0,0.0,0.0,0.0,2.0,15.0,549.15,2.0,4.0,4.0,2.0,1.0,7.0,10.0,0.0,10.0,1.0,12.0,6.0,0.0,1.0,31,2017-18,88.9,70.0
8384,S. Long,FW,1987-01-22,Premier League,1577.0,30.0,340.0,246.0,8.0,1.0,2.0,30.0,16.0,761.2499999999999,30.0,5.0,34.0,13.0,2.0,57.0,153.0,9.0,130.0,11.0,81.0,39.0,15.0,70.0,30,2017-18,72.4,37.3
448708,H. Barnes,MF,1997-12-09,Premier League,7.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,39.9,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,20,2017-18,83.3,0.0
8391,J. Speroni,GK,1979-05-18,Premier League,990.0,11.0,156.0,114.0,0.0,0.0,0.0,0.0,94.0,4197.9000000000015,0.0,110.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,38,2017-18,73.1,50.0
8392,N. Clyne,DF,1991-04-05,Premier League,174.0,3.0,106.0,84.0,0.0,0.0,0.0,6.0,10.0,400.04999999999995,7.0,7.0,1.0,1.0,0.0,2.0,9.0,1.0,8.0,1.0,11.0,8.0,2.0,4.0,26,2017-18,79.2,22.2
32968,N. Amrabat,FW,1987-03-31,La Liga,1844.0,33.0,503.0,328.0,10.0,2.0,13.0,47.0,45.0,1631.6999999999994,89.0,26.0,41.0,18.0,2.0,217.0,474.0,34.0,100.0,11.0,118.0,28.0,3.0,18.0,30,2017-18,65.2,45.8
399564,L. Sørensen,MF,1999-10-21,Premier League,76.0,1.0,56.0,44.0,0.0,0.0,0.0,0.0,13.0,484.05,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,8.0,6.0,1.0,0.0,18,2017-18,78.6,100.0
41174,M. Lanzini,MF,1993-02-15,Premier League,2045.0,27.0,1178.0,1027.0,5.0,3.0,17.0,45.0,139.0,5950.350000000006,24.0,22.0,43.0,16.0,5.0,136.0,240.0,30.0,73.0,22.0,91.0,60.0,3.0,2.0,24,2017-18,87.2,56.7
86239,G. Carrillo,FW,1991-05-25,Ligue 1,863.0,21.0,157.0,121.0,0.0,1.0,2.0,9.0,9.0,386.40000000000003,0.0,3.0,20.0,10.0,4.0,14.0,49.0,2.0,83.0,3.0,38.0,23.0,7.0,68.0,26,2017-18,77.1,28.6
8416,G. Murray,FW,1983-09-25,Premier League,2201.0,35.0,529.0,353.0,6.0,0.0,8.0,21.0,28.0,1248.4499999999991,10.0,9.0,50.0,24.0,12.0,81.0,227.0,3.0,169.0,15.0,86.0,47.0,15.0,116.0,34,2017-18,66.7,35.7
8422,W. Zaha,MF,1992-11-10,Premier League,2550.0,29.0,663.0,483.0,12.0,4.0,22.0,99.0,62.0,2535.7499999999995,105.0,6.0,67.0,28.0,9.0,371.0,723.0,52.0,285.0,26.0,134.0,47.0,3.0,5.0,25,2017-18,72.9,51.3
8425,W. Hennessey,GK,1987-01-24,Premier League,2430.0,27.0,402.0,312.0,1.0,0.0,0.0,1.0,247.0,11587.800000000003,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,6.0,14.0,30,2017-18,77.6,
192748,M. James,MF,1991-07-22,Premier League,996.0,13.0,420.0,356.0,1.0,0.0,2.0,2.0,40.0,2075.8500000000004,1.0,34.0,8.0,2.0,0.0,18.0,39.0,1.0,15.0,13.0,72.0,59.0,18.0,20.0,26,2017-18,84.8,46.2
377071,Richarlison,FW,1997-05-10,Premier League,2825.0,38.0,749.0,521.0,5.0,4.0,11.0,42.0,52.0,2329.9500000000016,65.0,22.0,92.0,23.0,5.0,244.0,547.0,39.0,318.0,31.0,179.0,101.0,20.0,130.0,20,2017-18,69.6,44.6
8433,S. Ward,DF,1985-08-20,Premier League,2462.0,28.0,999.0,703.0,9.0,1.0,0.0,36.0,183.0,6755.699999999997,86.0,215.0,6.0,1.0,1.0,39.0,61.0,15.0,26.0,26.0,182.0,171.0,54.0,62.0,32,2017-18,70.4,63.9
12536,D. Gayle,FW,1990-10-17,Premier League,1959.0,35.0,356.0,285.0,2.0,3.0,4.0,20.0,31.0,1167.5999999999997,8.0,14.0,53.0,20.0,6.0,50.0,120.0,6.0,141.0,9.0,55.0,38.0,10.0,67.0,27,2017-18,80.1,41.7
303357,P. Billing,MF,1996-06-11,Premier League,762.0,16.0,332.0,262.0,1.0,0.0,2.0,4.0,31.0,1549.8000000000002,12.0,22.0,7.0,2.0,0.0,20.0,43.0,9.0,2.0,20.0,82.0,72.0,11.0,20.0,21,2017-18,78.9,46.5
261,N. Chadli,MF,1989-08-02,Premier League,244.0,5.0,67.0,50.0,0.0,0.0,0.0,3.0,6.0,247.79999999999998,5.0,1.0,4.0,2.0,1.0,4.0,16.0,2.0,8.0,0.0,8.0,4.0,3.0,2.0,28,2017-18,74.6,25.0
262,L. Fer,MF,1990-01-05,Premier League,1396.0,20.0,587.0,490.0,1.0,1.0,8.0,15.0,69.0,2629.2000000000016,7.0,44.0,12.0,3.0,1.0,62.0,133.0,13.0,31.0,26.0,102.0,56.0,11.0,46.0,28,2017-18,83.5,46.6
450826,C. Hudson-Odoi,MF,2000-11-07,Premier League,27.0,2.0,17.0,12.0,0.0,0.0,1.0,2.0,2.0,61.95,2.0,2.0,2.0,1.0,0.0,9.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,17,2017-18,70.6,100.0
8460,A. Smith,DF,1991-04-29,Premier League,2068.0,27.0,920.0,763.0,5.0,1.0,2.0,27.0,96.0,4138.050000000002,40.0,65.0,12.0,3.0,1.0,76.0,144.0,26.0,50.0,41.0,205.0,150.0,39.0,19.0,26,2017-18,82.9,52.8
4365,Roque Mesa,MF,1989-06-07,La Liga,1098.0,18.0,661.0,597.0,1.0,0.0,1.0,8.0,73.0,3334.7999999999993,4.0,40.0,9.0,1.0,0.0,31.0,49.0,5.0,3.0,22.0,130.0,57.0,9.0,4.0,28,2017-18,90.3,63.3
8464,F. Delph,MF,1989-11-21,Premier League,1746.0,22.0,1584.0,1497.0,2.0,1.0,2.0,25.0,162.0,7597.8000000000075,18.0,59.0,10.0,3.0,1.0,49.0,83.0,17.0,6.0,31.0,121.0,69.0,22.0,18.0,28,2017-18,94.5,59.0
8471,A. Townsend,MF,1991-07-16,Premier League,3125.0,36.0,1059.0,803.0,12.0,4.0,15.0,90.0,101.0,4255.650000000002,134.0,67.0,62.0,14.0,2.0,286.0,485.0,73.0,130.0,25.0,173.0,118.0,17.0,7.0,26,2017-18,75.8,59.0
284,M. van der Hoorn,DF,1992-10-15,Premier League,1952.0,24.0,829.0,669.0,0.0,0.0,1.0,6.0,166.0,6747.299999999997,10.0,170.0,9.0,4.0,1.0,17.0,28.0,2.0,31.0,37.0,126.0,140.0,69.0,63.0,25,2017-18,80.7,60.7
145692,O. Niasse,FW,1990-04-18,Premier League,1081.0,22.0,212.0,142.0,3.0,1.0,5.0,26.0,9.0,557.55,18.0,3.0,37.0,19.0,8.0,68.0,175.0,1.0,130.0,4.0,54.0,20.0,4.0,39.0,27,2017-18,67.0,38.9
8480,K. Schmeichel,GK,1986-11-05,Premier League,2966.0,33.0,639.0,497.0,0.0,0.0,0.0,2.0,388.0,15272.25,1.0,373.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,4.0,57.0,11.0,13.0,31,2017-18,77.8,50.0
86308,C. Yacob,MF,1987-07-18,Premier League,900.0,15.0,364.0,311.0,0.0,0.0,0.0,0.0,46.0,2055.9,1.0,29.0,6.0,1.0,0.0,15.0,24.0,0.0,15.0,30.0,101.0,63.0,19.0,20.0,30,2017-18,85.4,62.5
8488,W. Morgan,DF,1984-01-21,Premier League,2818.0,32.0,876.0,748.0,0.0,0.0,0.0,4.0,170.0,6974.100000000007,0.0,95.0,12.0,3.0,0.0,18.0,45.0,3.0,72.0,50.0,159.0,182.0,85.0,107.0,33,2017-18,85.4,40.0
297258,S. Kaikai,MF,1995-08-26,Premier League,13.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,13.65,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,22,2017-18,33.3,100.0
8495,D. Drinkwater,MF,1990-03-05,Premier League,524.0,12.0,375.0,328.0,1.0,0.0,2.0,6.0,36.0,1714.6499999999987,4.0,22.0,6.0,2.0,1.0,6.0,20.0,1.0,8.0,9.0,60.0,31.0,5.0,1.0,27,2017-18,87.5,30.0
